0.00045785126432260065,2.7476328685078864
1.3193987575774533,3.491874064820175
2.2974472507847965,4.154413680182433
2.9856207623420787,6.705232864784871
3.4354100903817653,5.920067814372715
5.26812401863323,5.108246335209014
6.294678108699735,9.198704963095816
6.963459708883189,8.912533066571646
7.916603239404445,10.068543510114575
9.391515375542223,9.980634247954448
10.005847542166254,12.080171680017658
10.721828238053153,12.418342857089163
11.875721421305373,13.18225447146322
13.731925270982783,15.707047053309196
14.513029517339428,17.79642951125343
15.60954956990674,16.85843467787203
16.1849643774986,19.118193525711824
16.988909522545534,20.021669048100183
17.4718600019774,18.02483114996725
18.471908638340196,20.31096895746047
